name,ssn,department,salary,gender,country,additional_languages
Gwendolyn Blackburn,728-06-1962,Marketing,90319,Female,China,"German, Hindi"
Miranda Graves,568-20-3044,Product,130181,Female,India,"Arabic, Chinese"
Johnathan Shah,187-32-1747,Administrative,40949,Female,India,
Karen Evans,236-29-1295,Product,124337,Female,India,Hindi
Johnny Green,865-94-7473,Operations,92963,Male,India,Chinese
Karen Becker,738-66-5943,Operations,43023,Female,India,"Spanish, Arabic"
James Page,368-54-5962,Administrative,36583,Female,India,
Jennifer Hernandez,575-41-9172,IT,116689,Male,China,
Mark Carpenter,152-78-0695,Product,106582,Female,India,
Lauren Richardson,201-38-5157,Operations,94169,Female,India,"Arabic, Spanish"
Jesus Anderson,441-76-4990,Marketing,66564,Female,India,Hindi
Collin Sanders,445-85-0760,Product,88116,Female,India,
Christopher Gonzalez,322-48-5884,Marketing,77692,Female,India,Hindi
Kelsey Schmidt,543-43-8362,IT,64018,Male,India,German
Mark Rodriguez,007-24-5744,Product,107150,Male,India,
Lisa Bennett,820-08-3061,Product,123837,Female,China,Chinese
Amber Jackson,740-31-9443,Legal,74699,Male,India,
Bradley Myers,137-46-3749,IT,128640,Male,China,Chinese
Mr. James Fry,860-81-2992,Administrative,43999,Male,India,
Darren Ortiz,304-80-6818,Marketing,97466,Female,India,"Arabic, French"
Sarah Fletcher,494-48-4657,Sales,45077,Male,India,Arabic
Ashley Fischer,699-49-1524,Human Resource,73113,Male,India,
Joshua Bridges,802-55-5085,Operations,54793,Male,India,Hindi
Eugene Jenkins,610-77-7118,Human Resource,86247,Male,India,Hindi
Kenneth Wilson,167-02-7935,IT,104519,Male,India,"Arabic, French"
Denise Barton,321-88-0250,Operations,54131,Male,India,"Chinese, Arabic"
Terry Cameron,536-95-4219,Product,86777,Male,India,"Chinese, Arabic"
Dr. Christopher Singh,314-91-5557,Product,130982,Female,India,
Paul Mcmahon,170-04-6591,Product,108144,Female,India,
Hannah Lopez,027-40-6992,Administrative,32479,Female,India,
Brandi Williams,824-67-0894,Sales,79856,Male,India,"Hindi, Spanish"
Deanna Anderson,846-54-3114,Administrative,46095,Male,India,Spanish
Michael Baker,064-20-9897,Marketing,60294,Female,India,Arabic
Victor Martinez,150-73-9127,Sales,81160,Female,India,
Elizabeth Floyd,347-62-1755,Human Resource,44664,Male,India,"Arabic, French"
Elizabeth Myers,229-21-2091,Marketing,62805,Female,India,Arabic
Hayley Jackson,392-10-6935,Administrative,53858,Male,India,
Renee Miller,600-63-2862,Administrative,67338,Female,India,"Spanish, Chinese"
Lindsey Esparza,465-17-2548,Operations,48370,Female,India,"Chinese, French"
Crystal Mercer,158-98-0060,Marketing,109625,Male,India,"Chinese, French"
Sara Allen,841-51-2245,Operations,76058,Male,China,
Gary Wilson,861-70-6646,Human Resource,62538,Male,India,German
Kelsey Camacho,620-59-5544,Product,83480,Female,India,German
Alexandra Martinez,244-92-1682,Sales,106790,Female,China,Arabic
Robert Miller,421-85-3112,Administrative,50867,Female,India,Spanish
Anthony Baker,835-87-5632,Administrative,53782,Female,India,"German, Arabic"
Eric Patterson,889-14-1542,Operations,46759,Female,India,"Chinese, Hindi"
Tiffany Rodriguez,044-01-0575,Administrative,62296,Male,China,Spanish
Amanda Horne,793-66-9569,Administrative,60856,Female,India,German
James Miller,794-07-6353,Operations,49543,Female,India,French
Mr. John Garcia,703-61-5762,IT,137493,Male,Canada,"French, Chinese"
Gabriela Ellis,863-52-7309,Human Resource,80433,Female,India,Hindi
Calvin Harris,676-85-4711,IT,91251,Female,India,Chinese
Christopher Kennedy,536-48-4376,Operations,82104,Female,India,
Ann Patterson,780-02-7040,Legal,68689,Male,India,Arabic
Amanda Fitzpatrick,223-27-7615,Legal,97462,Male,India,Spanish
Jessica Gilbert,404-24-7236,Marketing,65341,Male,China,"German, Spanish"
Miss Joanna Williams,512-91-8070,IT,97659,Male,India,"Spanish, Hindi"
Margaret Payne,698-26-3893,Operations,89308,Male,China,Hindi
Amy Kaiser,509-97-3694,IT,102101,Male,India,
Mindy Brown,085-27-9724,Operations,56182,Female,India,French
Christopher Obrien,011-08-5869,Sales,92758,Female,India,"French, Spanish"
Dawn Gutierrez,065-03-3266,Product,147116,Female,India,
Jared Holloway,081-70-6008,Operations,43069,Male,India,
Stephanie Ramirez,154-58-2910,Sales,52558,Male,India,Chinese
Danny Rodriguez,304-61-4138,Legal,59590,Male,India,Hindi
Renee Wagner,222-08-3020,Operations,61036,Male,India,
Mark Brown,741-03-6419,Product,135621,Female,India,Hindi
Kimberly Figueroa,484-36-1523,Administrative,54134,Female,India,"German, French"
James Adams,196-55-2097,Sales,79137,Female,China,"Spanish, German"
April Lawrence,102-57-0014,Legal,54066,Female,India,Arabic
Daniel Sheppard,470-11-4023,Legal,146304,Female,India,"Spanish, French"
Jordan Stewart,724-80-2390,IT,126181,Female,India,"Spanish, Arabic"
Dr. Phillip Anderson,478-66-5724,Product,111658,Female,India,Hindi
Amy Benson,341-26-3402,Operations,98810,Female,India,"German, Spanish"
Cheryl Howard,685-22-3723,Sales,105232,Female,India,"Arabic, Chinese"
Faith Harrington,622-34-8937,Product,132971,Female,India,"Chinese, German"
Regina Fields,446-83-5642,Operations,64643,Male,India,French
Kristina Butler,295-85-6949,Product,142651,Female,India,French
Courtney Moyer,542-33-3528,Product,70505,Male,India,French
Monica Strong,110-71-5032,Sales,90399,Female,China,
Debra Robinson,307-23-4549,IT,110453,Female,India,"Spanish, Chinese"
Rita Robertson,820-14-2772,Finance,78284,Female,India,"Chinese, German"
Patrick Ward,240-47-3416,IT,86725,Female,India,"Arabic, Hindi"
Becky Phillips,405-72-6297,Marketing,59740,Male,India,"Chinese, French"
Sarah Petty,533-08-9548,Operations,83351,Female,India,
Jacqueline Meyer,774-30-8564,Finance,74257,Male,India,
Douglas Lawrence,212-09-6438,IT,74907,Female,India,
Brittany Cole,892-67-1437,Sales,94789,Male,India,
Tammy Carter,899-78-1141,IT,104453,Male,India,
Danielle Williams,642-44-3487,Operations,68675,Female,China,
Stephen Brewer,677-95-3835,Administrative,33435,Male,India,
Megan Robinson,684-59-7545,Operations,52624,Male,India,German
Jimmy Cruz,693-58-3417,Operations,91440,Male,Taiwan,French
Joshua Armstrong,656-74-1227,Marketing,64286,Female,India,
Aaron Morales,308-20-7374,Human Resource,52463,Female,USA,
Martin Bond,578-81-3378,Finance,50768,Female,India,Chinese
Nicholas Henderson,803-67-3840,Product,127334,Female,China,
Richard Jones,055-21-2427,Operations,56574,Female,South Korea,
Monica Johnson,509-87-8795,Administrative,68081,Male,India,Hindi
Helen Martinez,797-71-8026,Finance,87480,Male,India,French
Deanna Baker,692-89-9017,Operations,65825,Female,China,Arabic
Caitlyn Richardson,811-52-5258,Finance,86340,Male,India,"Spanish, Hindi"
Timothy Johnson,467-30-5615,Operations,90107,Female,India,German
Sheila Johnson,883-10-8973,Operations,88967,Female,India,
Stephanie Hensley,451-94-6260,Product,108068,Male,USA,Arabic
Kyle Chapman,068-91-9184,Product,98967,Male,India,"French, Spanish"
Linda Pham,583-97-3110,Product,91654,Male,China,
Blake Johnson,099-69-3609,Administrative,57227,Male,India,"Spanish, French"
Johnny Collins,510-12-4150,Finance,55313,Female,India,"German, Spanish"
Brandon Thompson,827-06-8529,Finance,58862,Male,India,"Hindi, German"
Scott Johnson,012-21-3576,Administrative,37882,Male,India,Hindi
Patricia Howe,671-22-1434,IT,84647,Male,China,Chinese
Nicole Kennedy,661-01-4164,Sales,112166,Male,Canada,Chinese
Eddie Jones,466-14-3709,Product,128483,Female,China,"Hindi, German"
Dawn Baker,155-09-0656,Legal,112029,Female,India,
Claudia King,460-87-2745,Finance,67619,Male,China,Arabic
Erica Pitts,090-40-0191,Operations,85741,Male,India,Hindi
Theresa Davis,043-71-4391,Legal,105462,Male,India,Spanish
Michael Gonzalez,871-51-6622,Human Resource,85514,Female,India,
Melissa Wright,173-85-9019,Human Resource,78708,Male,India,"French, Hindi"
Jason Callahan DDS,424-63-3632,IT,77660,Male,China,"Arabic, Hindi"
Michele Sims,851-84-4368,Product,98163,Male,India,"Chinese, Spanish"
Jason Davis,799-40-4236,Operations,46209,Female,India,"German, French"
Kristi Morales,749-72-4752,Product,112423,Female,China,Spanish
Autumn Collins,232-96-2696,Product,140969,Male,India,"Chinese, Arabic"
Joshua Lee,083-93-6285,Product,133555,Male,USA,"French, Hindi"
Tiffany Rich,390-43-6528,Operations,97936,Female,India,Hindi
Jesus Knox,501-05-6372,Operations,53370,Male,India,Spanish
Tammy Haynes,228-96-6720,IT,93212,Male,India,"French, Arabic"
Joanne Alvarez,297-06-6926,Sales,83157,Female,India,"Chinese, Spanish"
Robert Long,825-04-0038,Operations,67205,Female,China,"Arabic, French"
Adam Edwards,438-11-9587,Human Resource,60633,Male,India,French
Julie Porter,100-96-3886,Product,119846,Female,India,French
Antonio Morgan,675-13-7522,Operations,92841,Male,India,Arabic
Brenda Smith,382-06-2068,Sales,114595,Male,India,
Michael Maddox,345-99-4164,Marketing,87379,Female,India,
Jordan Odom,718-11-2707,Administrative,59352,Male,India,Hindi
Daniel Long,676-28-5821,Administrative,48234,Male,India,Hindi
Marcus Jensen,233-22-7589,Human Resource,89351,Female,India,French
Andrea Walsh,470-12-7920,Finance,66986,Male,India,Spanish
Jose Morris,016-70-4925,Finance,78445,Male,China,"Arabic, German"
Teresa Hunt,229-86-9073,Legal,95398,Male,India,Arabic
Benjamin Torres,568-38-8019,Human Resource,50142,Male,India,"Hindi, French"
Michael Jensen,330-18-0698,Human Resource,43153,Male,India,
Timothy Guerrero,307-04-0337,Product,123613,Female,India,Arabic
Carol Burch,692-21-7314,Human Resource,51174,Female,India,"German, French"
Chad Gibson,482-69-0426,Human Resource,65510,Male,India,Hindi
Kathryn Hess,242-17-3218,Sales,61693,Male,India,
Ashley Rhodes,451-82-0836,Operations,66361,Male,India,German
Mr. Daniel Williamson,547-93-0944,Product,129706,Female,India,
Michael Underwood,046-10-0652,Human Resource,60921,Male,China,
Rebecca Nguyen,360-14-5572,Product,144272,Female,India,"Arabic, Spanish"
April Sullivan,142-19-9395,Finance,128422,Male,China,French
Sylvia Bradley,258-24-8780,Sales,73014,Male,India,"Spanish, Hindi"
Michael Rodriguez,313-11-5842,Administrative,37647,Male,India,"Hindi, French"
Rachel Smith,532-37-7682,Product,78597,Male,India,"German, Spanish"
Melissa Brown,703-52-8484,Administrative,35546,Female,China,
Katrina Holder,264-45-9585,Product,135820,Female,India,
Jennifer Ortiz,074-18-5728,Operations,85561,Female,India,"Chinese, German"
Tyler Young,564-53-3450,Human Resource,51743,Male,China,"Chinese, Spanish"
Matthew Williams,211-54-2449,Operations,61782,Male,India,
Kevin Ramirez,842-44-9244,Human Resource,78538,Male,India,"German, Chinese"
Michael Pena,514-89-8411,Marketing,70632,Female,China,Spanish
William Mitchell,035-01-1906,Operations,48202,Female,India,"French, Arabic"
Bryan Harris,290-66-4101,Legal,101244,Male,China,
Joshua Johnson,200-04-1965,IT,125825,Male,India,
Matthew Diaz,518-86-0377,Finance,73299,Female,India,
Samantha Nguyen,722-67-8379,Operations,66261,Male,India,"German, Arabic"
Stephanie Price,752-15-7813,Finance,84256,Male,India,
Bonnie Duffy,228-77-1085,Administrative,65654,Female,India,German
Clayton Torres,027-86-2909,Product,129211,Male,India,Spanish
Kristin Mcdonald,032-75-8046,Operations,66698,Female,India,"Arabic, French"
Jamie Green,442-43-9058,Marketing,89988,Female,India,German
Jeff Watson,511-09-2257,Product,110280,Male,India,
Lisa Davis,485-77-5204,Product,82168,Male,India,
John Cannon,873-39-0700,Product,107519,Female,India,"Spanish, French"
Dan Chavez,158-69-3148,Operations,77766,Female,India,
Charles Sherman,665-82-2267,Product,142801,Male,India,Hindi
Christina Stein,026-41-5955,Operations,64664,Male,India,"Hindi, German"
Ruben Thomas,748-31-5822,Sales,84726,Female,India,"Hindi, Arabic"
Darren Krueger,294-63-6172,Product,129968,Female,India,
Eric Mejia,056-83-3516,Human Resource,49242,Female,India,Spanish
Thomas Terry,688-51-1050,Product,103699,Female,China,"Spanish, Arabic"
Curtis Smith,032-34-7413,Finance,87251,Male,India,Arabic
Ricardo Stephens,573-37-5412,IT,64886,Male,India,
Carol Vargas,879-45-3766,Product,140238,Male,India,
Reginald Arias,899-55-1358,Operations,46318,Female,India,
Elizabeth James,425-95-2175,Human Resource,49352,Male,India,
Nicole Reynolds,469-54-5838,Sales,107676,Male,India,Arabic
Kevin Johnson,866-27-5785,IT,104906,Female,India,
Jessica Butler,533-82-8603,Marketing,71643,Male,India,
Douglas King,817-02-8099,Operations,97177,Female,India,"German, Spanish"
Joseph Kennedy,481-74-6141,Product,72523,Female,India,"Spanish, German"
Allison Reyes,211-89-1896,Operations,43560,Male,China,French
Eric Barton,288-33-2649,Sales,107679,Male,India,
Katherine Adams,567-06-4958,Product,112103,Male,India,"Arabic, French"
Ronald Woods,754-25-8624,Marketing,76513,Male,China,Hindi
Tony Stark,775-70-2305,IT,124644,Female,India,"German, Arabic"
Shelby Parker,132-96-5770,Legal,111652,Male,India,"German, Arabic"
Trevor Ramirez,221-34-0625,IT,130078,Male,India,"German, Spanish"
Melissa Wright,150-01-9481,Finance,81051,Female,China,"Chinese, Hindi"
Megan Sutton,247-63-6091,Operations,44952,Male,India,
Nicole Baker,576-39-0157,Human Resource,57152,Female,China,
Edward Reyes,598-83-2085,Product,134243,Female,India,
Colleen Mills,202-73-9418,Operations,68326,Male,USA,"Chinese, French"
Victor Rodriguez,760-68-7943,Sales,76986,Male,India,Arabic
David Valencia,482-08-1849,Sales,83488,Male,India,"Chinese, French"
Paul Russell,611-18-3027,Sales,50923,Male,India,"German, Hindi"
Mary Robinson,160-30-0300,Marketing,89243,Male,India,
Karina Smith,858-83-4148,Operations,53927,Female,India,Chinese
Taylor Wilson,106-09-8785,Sales,51670,Male,India,
Craig Harvey,742-58-1737,Finance,58805,Female,India,
Mrs. Carolyn Hogan,424-70-3127,IT,70974,Male,India,Chinese
Lorraine Harmon,697-88-5354,Operations,70949,Male,India,"French, German"
Joshua Wright,035-94-3289,Operations,64226,Male,India,
Charles Bishop,077-02-9369,Sales,73369,Male,India,"French, Spanish"
Dr. Katherine Smith MD,813-31-3180,Legal,147796,Female,India,German
Donna Jones,585-35-2913,Administrative,42712,Female,India,
Troy Mason,703-95-3831,Product,117898,Male,India,French
Joseph Day,034-41-8601,Operations,54875,Female,India,"Chinese, Hindi"
Allison Fisher,145-01-3031,Operations,71164,Male,India,French
Ashlee Williams,103-68-0861,Legal,137762,Female,China,"Chinese, Spanish"
David Stout,020-90-2881,Product,144369,Male,India,"Hindi, Arabic"
Karen Tucker,224-14-5771,Product,87216,Female,India,"Arabic, Hindi"
Jim Perry,503-12-8975,Human Resource,44814,Male,India,French
Sydney Lee,236-28-7707,Operations,46916,Male,India,"German, French"
Gabriel Johnson,731-17-8800,Product,73823,Male,India,
Robert Austin,344-47-9139,Operations,89913,Male,India,"Chinese, French"
Jennifer Thomas,261-53-4751,Marketing,75569,Female,India,"German, Hindi"
Rodney Love,219-15-8829,Product,85625,Male,India,
George King,513-57-2479,Marketing,68735,Female,China,German
Audrey Jackson,845-61-6400,Marketing,106804,Male,India,"French, Chinese"
Dale Solis,580-56-7592,Administrative,42765,Female,Canada,
Anthony Mitchell,234-35-1342,Product,116281,Female,India,German
Kathleen Carlson,050-42-7743,Marketing,77223,Male,India,Arabic
Kathleen Le,892-88-9330,Legal,144709,Female,USA,"Spanish, Hindi"
Tyler Daniels,589-66-4104,Human Resource,44700,Female,India,Hindi
Clifford Murray,817-01-9492,Marketing,72276,Male,India,Chinese
Amanda Romero,123-74-9403,Human Resource,49605,Male,India,Hindi
Holly Martin,877-62-8616,Human Resource,86376,Female,India,German
Erica James,750-68-8097,Operations,70420,Female,India,Spanish
Nathaniel Bray,196-16-1717,Human Resource,63600,Female,India,
Megan Russell,446-47-1418,Operations,63473,Female,India,Spanish
Veronica Collier,592-48-3093,Marketing,108712,Female,India,
Stephen Flores,230-41-8319,Operations,55158,Male,India,
Jordan Campbell,453-56-7760,Sales,115353,Female,India,Arabic
Donald Smith,503-31-8456,IT,66917,Female,India,Chinese
Ronald Logan,667-06-3187,Sales,116541,Female,China,
Erica Aguilar,650-17-0230,Human Resource,59134,Female,India,
Terri Johnston,263-10-8785,Product,141712,Female,India,"Arabic, Hindi"
Miss Brenda Ramos MD,384-06-8715,IT,83539,Female,South Korea,Spanish
Nicholas Harris,489-74-8611,Finance,128604,Female,China,Arabic
Bradley James,418-68-6054,IT,96155,Male,China,Arabic
Amber Barnett,898-80-4617,Product,101132,Male,Mexico,
Gabriel Butler,641-23-8020,Administrative,47193,Female,India,"Arabic, French"
Jason Reyes,402-94-2929,Finance,96842,Female,India,French
Joseph Douglas,117-92-1725,Operations,63142,Male,India,"Spanish, Arabic"
Joseph Waller DDS,677-73-2704,Legal,140706,Male,India,"German, Arabic"
Stephanie Anderson,410-14-2637,Administrative,59488,Male,India,"Spanish, French"
Mrs. Kaylee Smith,418-23-9266,Product,115550,Male,China,German
James Davidson,184-81-1168,Operations,43476,Female,India,
Miguel Moore,445-56-0935,IT,101954,Male,India,French
Christopher Sims,810-78-0692,Operations,83178,Female,India,Chinese
Daniel Bowers,343-52-6630,Marketing,91420,Male,China,"Hindi, French"
Seth Christensen,883-79-8774,Marketing,73266,Male,India,"French, German"
Harold Moore,191-82-4311,Product,112011,Male,India,
Virginia Gibbs,742-74-5443,Product,117278,Male,India,"German, Chinese"
Tyler Smith,739-59-9451,Human Resource,65619,Male,India,French
Cheryl Brown,555-60-9705,IT,66791,Female,India,
Benjamin Martin,697-37-2253,Administrative,36831,Female,India,
Elizabeth Rodriguez,510-98-7258,Product,91308,Male,India,
Glen Kent,521-76-1472,Finance,74010,Male,India,Chinese
Zachary Smith,858-28-5413,Administrative,61064,Female,India,
Nathan Sandoval,631-46-5292,IT,88637,Female,India,Spanish
Christopher Rhodes,356-51-1212,Administrative,35719,Male,India,
Shannon Bennett,069-15-6183,Marketing,101042,Female,India,Chinese
Samuel Flores Jr.,558-63-0365,Legal,54540,Male,China,"German, Hindi"
Jared Martin,634-95-0498,IT,139727,Female,India,
Joseph Tate,587-05-8975,IT,65264,Female,India,
Mrs. Krista Miller,498-82-4757,Operations,80933,Male,India,
Michelle Saunders,690-19-6002,Human Resource,71842,Female,India,Spanish
Shawn Reid,211-37-9215,IT,133785,Male,China,
Jonathan Green,413-37-5838,Marketing,70563,Male,China,Spanish
Heidi Kemp,076-08-6649,Sales,112766,Male,India,"Chinese, Arabic"
Alexis Mack,333-24-2691,Sales,40116,Male,India,Arabic
Darren Jackson,829-07-7922,Administrative,63980,Female,India,"Spanish, German"
Christina Harris,752-48-9556,Product,127781,Female,India,"Hindi, French"
Kristina Hall,253-39-5326,Marketing,54667,Female,India,"French, Chinese"
Christine Miller,563-08-8714,Marketing,63694,Male,India,"Spanish, Hindi"
Vincent Norman,480-75-9357,Legal,130029,Female,India,Chinese
Randy Lyons,721-75-0687,Sales,92691,Male,India,French
Rebecca Lyons,410-72-6986,Marketing,75527,Male,India,Spanish
Ryan Maynard,875-18-5699,Operations,80833,Female,India,
Alice Hernandez,825-97-2679,Operations,92112,Female,USA,
